ID,LUCODES_IDENTIFIER,CODE_TYPE,CODE_NAME,ABBREVIATION,DESCRIPTION,SORT_ORDER,R_SEG,CY
752,9430277,IRWIN_RESOURCE_MAP,6A3A355A-6857-4363-928E-1D7E4A5F1F66,,"Special Staffing, Ecc/Expanded",,,2020
753,9430278,IRWIN_RESOURCE_MAP,1ACAEB43-5108-4478-A786-389072EF1F67,,"Special Staffing, Engines",,,2020
754,9430279,IRWIN_RESOURCE_MAP,EB94C806-4E0D-4EE6-9E5C-3B5C3A111F72,,"Special Staffing, Lookout",,,2020
755,9430280,IRWIN_RESOURCE_MAP,2E2D2B6B-E232-4979-8DDA-BF12CE691F68,,"Special Staffing, Overhead",,,2020
756,9430281,IRWIN_RESOURCE_MAP,F8DA38AC-32E2-4C46-B786-F22057F01F69,,"Special Staffing, Strike Team Leaders",,,2020
757,9430282,IRWIN_RESOURCE_MAP,35154822-135E-49EB-9261-6E4FC3DD31FF,,Specialty Tracked Equipment Operator,,,2020
758,9430283,IRWIN_RESOURCE_MAP,CD1A6443-6C64-4565-8E86-856A66D30113,,Staging Area Manager,,,2020
759,9430284,IRWIN_RESOURCE_MAP,59487BEE-A619-4BF7-9F76-6FC4663D0106,,Status/Check-In Recorder,,,2020
760,9430285,IRWIN_RESOURCE_MAP,04BF1BDF-CAE0-4206-B484-418765A700A1,,Strategic Operational Planner,,,2020
761,9430286,IRWIN_RESOURCE_MAP,73CEA20D-47C3-4D7D-BDF1-3DE20479B5A5,,Strike Team Leader Crew,,,2020
762,9430287,IRWIN_RESOURCE_MAP,32FEC470-4225-45F9-8BDE-23D4175E87E1,,Strike Team Leader Engine,,,2020
763,9430288,IRWIN_RESOURCE_MAP,7EB54A11-EE6F-498D-B79B-BA96240E3FDD,,Strike Team Leader Heavy Equipment,,,2020
764,9430289,IRWIN_RESOURCE_MAP,543AE20F-0902-4D76-8EE2-6C87BBC40117,,Strike Team Leader Military,,,2020
765,9430290,IRWIN_RESOURCE_MAP,CD98268A-F1B3-455E-95C1-314F986D1EC1,,"Strike Team Leader, Rescue Systems",,,2020
766,9430291,IRWIN_RESOURCE_MAP,FEB9AC96-2C9C-4AEE-800E-C045FB8231F7,,Structural Fire Apparatus Driver-Operator,,,2020
767,9430292,IRWIN_RESOURCE_MAP,1D126A25-C48B-40AC-B89C-77F814DB2F1F,,Structural Fire Line Officer,,,2020
768,9430293,IRWIN_RESOURCE_MAP,30D9DF2F-D3D7-4D93-A840-2D14847A2F1D,,Structural Firefighter Type 1,,,2020
769,9430294,IRWIN_RESOURCE_MAP,970F791B-6EBD-44CA-B621-CB3DA554DA48,,Structural Safety Assessment,,,2020
770,9430295,IRWIN_RESOURCE_MAP,95583120-36FB-4590-A102-509A4EA10119,,Structure Protection Specialist,,,2020
771,9430296,IRWIN_RESOURCE_MAP,B95C7EB0-8C9B-44C0-ACE4-D87974200112,,Supply Unit Leader,,,2020
772,9430297,IRWIN_RESOURCE_MAP,00FB0F3A-1B8E-47CF-913E-D4A8624B011A,,Support Branch Director,,,2020
773,9430298,IRWIN_RESOURCE_MAP,BE8840F4-B16E-403A-804F-D9DD19BB1EC2,,Swift Water Ground Team Leader,,,2020
774,9430299,IRWIN_RESOURCE_MAP,7888D750-9C6F-4D7A-9D80-DD364D96294B,,"Swift Water Rescue Technician, Type 1",,,2020
775,9430300,IRWIN_RESOURCE_MAP,38614101-C7A9-4FE3-A435-B23377AA294C,,"Swift Water Rescue Technician, Type 2",,,2020
776,9430301,IRWIN_RESOURCE_MAP,95A66989-D742-4030-9D3C-FB366EC8294D,,"Swift Water Rescue Technician, Type 3",,,2020
777,9430302,IRWIN_RESOURCE_MAP,75E5006C-E0BA-458D-A267-4D3A2CB2294E,,"Swift Water Rescue Technician, Type 4",,,2020
778,9430303,IRWIN_RESOURCE_MAP,B84B826B-9152-43A8-8871-8DE634B32AC7,,Swiftwater Rescue - Team Leader,,,2020
779,9430304,IRWIN_RESOURCE_MAP,51C382C4-60AA-4C0D-9AFA-4D389B8B3212,,Swiftwater Rescue Squad Leader,,,2020
780,9430305,IRWIN_RESOURCE_MAP,9E9E34D2-7CA5-4014-9CAB-705B277D3214,,Swiftwater Rescue Team Leader,,,2020
781,9430306,IRWIN_RESOURCE_MAP,333173F5-F70F-4ABE-8990-1796DD1E3213,,Swiftwater Rescue Technician,,,2020
782,9430307,IRWIN_RESOURCE_MAP,B234495C-1DBC-4231-90A5-EC2E0B12011D,,Task Force Leader,,,2020
783,9430308,IRWIN_RESOURCE_MAP,B4FE4E59-9FB7-4B65-BA6A-0124F2F92BF5,,Technical Assistance; Engineering Support,,,2020
784,9430309,IRWIN_RESOURCE_MAP,293F65B6-1128-44E6-8F04-2025BE693209,,Technical Rescue Squad Leader,,,2020
785,9430310,IRWIN_RESOURCE_MAP,687EF6A8-22EE-4D44-842C-642F2C083210,,Technical Rescue Team Leader,,,2020
786,9430311,IRWIN_RESOURCE_MAP,71926759-3A06-4746-89A7-1D3B31691ED4,,Technical Rescue Team Member,,,2020
787,9430312,IRWIN_RESOURCE_MAP,1AD7377D-7EFD-46B7-BB58-145772FD320F,,Technical Rescue Technician,,,2020
788,9430313,IRWIN_RESOURCE_MAP,E75EB53A-7AA9-4D35-A7F5-31427724011E,,Technical Specialist,,,2020
789,9430314,IRWIN_RESOURCE_MAP,063EDB98-AB04-4585-BBA7-2FD7CAF71ED3,,Technical Specialist - Crews,,,2020
790,9430315,IRWIN_RESOURCE_MAP,18BF8B72-28E5-4EDA-938B-2AAAFDE11ED5,,Technical Specialist - Hazmat Reference,,,2020
791,9430316,IRWIN_RESOURCE_MAP,E0E4813E-A43E-4D50-9C51-8C4A64A01EC3,,Technical Specialist - Union Representative,,,2020
792,9430317,IRWIN_RESOURCE_MAP,55CA25BE-693B-4466-8816-B94B64AE1016,,Telecommunications Specialist,,,2020
793,9430318,IRWIN_RESOURCE_MAP,E4B747FD-8FB9-41F3-A7A3-9F8388DC2BF6,,Temporary Roofing Quality Assurance Inspector,,,2020
794,9430319,IRWIN_RESOURCE_MAP,C39E7F47-9E7D-44A9-9AAD-1CA926C80125,,Terra Torch Operator,,,2020
795,9430320,IRWIN_RESOURCE_MAP,221375DD-E7A0-4994-86FD-197FBA59011F,,Time Unit Leader,,,2020
796,9430321,IRWIN_RESOURCE_MAP,F06C4A38-1338-4474-986C-552E58602F1C,,Toxicologist,,,2020
797,9430322,IRWIN_RESOURCE_MAP,369D3932-C5C4-4EE0-BF1B-6AC918160124,,Tractor Plow Operator,,,2020
798,9430323,IRWIN_RESOURCE_MAP,59066CFA-C047-4B97-80E3-A98D2BE80122,,Tractor Plow Operator Initial Attack,,,2020
799,9430324,IRWIN_RESOURCE_MAP,BE6ABEB4-8B5C-4018-9374-260E73FC2C19,,Treatment Dispatch Manager,,,2020
800,9430325,IRWIN_RESOURCE_MAP,FA99F939-6E81-4D36-8586-8690A7382C1A,,Treatment Unit Leader,,,2020
801,9430326,IRWIN_RESOURCE_MAP,2C141F73-F01D-4D65-ADF6-8418568E2C1B,,Triage Unit Leader,,,2020
802,9430327,IRWIN_RESOURCE_MAP,1ED58F97-006C-4330-B99A-71109BFC009E,,Type 1 Finance/Administration Section Chief,,,2020
803,9430328,IRWIN_RESOURCE_MAP,D6F25D16-32A8-462C-939C-0B8684DB00A8,,Type 1 Helibase Manager,,,2020
804,9430329,IRWIN_RESOURCE_MAP,056C1719-6DF0-459F-8D50-F9EFFAC500BD,,Type 1 Incident Commander,,,2020
805,9430330,IRWIN_RESOURCE_MAP,CAF641C3-F2C8-4482-8A1F-57E7537A320A,,Type 2 All-Hazards Incident Commander,,,2020
806,9430331,IRWIN_RESOURCE_MAP,00733168-EB9B-4110-ACC0-0FCC8B86009F,,Type 2 Finance/Administration Section Chief,,,2020
807,9430332,IRWIN_RESOURCE_MAP,B473F415-990F-49F7-9322-79C172CB00A9,,Type 2 Helibase Manager,,,2020
808,9430333,IRWIN_RESOURCE_MAP,02B1DB7C-8671-4D5F-965E-F1F2570700BE,,Type 2 Incident Commander,,,2020
809,9430334,IRWIN_RESOURCE_MAP,5089AFF3-344D-45B3-B70D-5548970E2BEB,,Type 3 All-Hazards Incident Commander,,,2020
810,9430335,IRWIN_RESOURCE_MAP,4173C4E6-5ED8-46CC-87C8-9E96C0FB2BE7,,Type 3 Finance/Administration Section Chief,,,2020
811,9430336,IRWIN_RESOURCE_MAP,FED46F23-F972-4778-A74A-7FB7A50F00BF,,Type 3 Incident Commander,,,2020
812,9430337,IRWIN_RESOURCE_MAP,669A8934-F26D-4FE9-93DB-51CCCA6F00C0,,Type 4 Incident Commander,,,2020
813,9430338,IRWIN_RESOURCE_MAP,B033E099-E1C3-4360-8496-3A8969F400C1,,Type 5 Incident Commander,,,2020
814,9430339,IRWIN_RESOURCE_MAP,7DD5FE84-D538-49D3-AB8D-6C259B193598,,Unmanned Aicraft Mission Contoller,,,2020
815,9430340,IRWIN_RESOURCE_MAP,44E27B26-F683-4D22-AEA2-2C7C52AF6234,,Unmanned Aircraft Observer,,,2020
816,9430341,IRWIN_RESOURCE_MAP,26FD209E-99F5-48C0-B986-9FED731A5745,,"Unmanned Aircraft System, Data Specialist",,,2020
817,9430342,IRWIN_RESOURCE_MAP,F2B1945E-B433-4529-B977-F000A0FA198C,,"Unmanned Aircraft System, Manager",,,2020
818,9430343,IRWIN_RESOURCE_MAP,B7CDAA2C-6EFD-4620-96B0-4958C83ECE94,,"Unmanned Aircraft System, Module Leader",,,2020
819,9430344,IRWIN_RESOURCE_MAP,A80C88EC-563F-4B53-A827-0C8600D0DD03,,Unmanned Aircraft Systems Pilot,,,2020
820,9430345,IRWIN_RESOURCE_MAP,AC17C45E-5362-4043-A3C5-0FAD79712947,,"Urban Search And Rescue Technician, Type 1",,,2020
821,9430346,IRWIN_RESOURCE_MAP,0BA95D5B-CA0D-49F3-B193-A9A31CC02948,,"Urban Search And Rescue Technician, Type 2",,,2020
822,9430347,IRWIN_RESOURCE_MAP,CDCD7F6A-46F3-4EDA-BE6F-95CD18862949,,"Urban Search And Rescue Technician, Type 3",,,2020
823,9430348,IRWIN_RESOURCE_MAP,C4C76383-0EA5-4CB5-A315-CE6B1614294A,,"Urban Search And Rescue Technician, Type 4",,,2020
824,9430349,IRWIN_RESOURCE_MAP,4C102B58-715C-4F3E-AEDE-3B7F8731325C,,UTV Operator,,,2020
825,9430350,IRWIN_RESOURCE_MAP,E5E8CE9F-4359-4E1D-8C70-896E7E3B0126,,Vegetation Specialist,,,2020
826,9430351,IRWIN_RESOURCE_MAP,6BC829CD-DA78-4A6D-B399-A86CF8DC305A,,Vehicle Service/Repair Technical Specialist,,,2020
827,9430352,IRWIN_RESOURCE_MAP,F480E47F-A2E6-483F-9887-4EFECD1E1019,,Warehouse Manager,,,2020
828,9430353,IRWIN_RESOURCE_MAP,B2968016-1EB3-4BB3-A58A-1D2C82980128,,Warehouse Materials Handler,,,2020
829,9430354,IRWIN_RESOURCE_MAP,10A72217-EAD1-4D94-B2EA-CB8EEF950129,,Warehouse Materials Handler Leader,,,2020
830,9430355,IRWIN_RESOURCE_MAP,2F34A545-F23A-42C6-9880-18CC23DC012C,,Water Tender Operator,,,2020
831,9430356,IRWIN_RESOURCE_MAP,AD87A5C7-CB60-4FA4-B9A2-03BB76B9012B,,Weather Observer,,,2020
832,9430357,IRWIN_RESOURCE_MAP,5847B897-E24F-45CF-9260-F75E42561ED6,,"Website Technician, Incident",,,2020
833,9430358,IRWIN_RESOURCE_MAP,783E5970-CFE4-4248-8A58-93CE03D523D2,,Wildland Fire Investigation Team Member,,,2020
834,9430359,IRWIN_RESOURCE_MAP,20034400-DA10-486C-A0E0-E695FB8C0094,,Wildland Fire Investigator,,,2020
835,9430360,IRWIN_RESOURCE_MAP,CC3489CA-A1AD-42CA-BADA-C455FE5129D0,,Wildlife Branch Director,,,2020
836,9430361,IRWIN_RESOURCE_MAP,6EAC3FDC-4274-4154-A47A-56FDFE1D9B6F,,Wildlife Disease Biologist,,,2020
837,9430362,IRWIN_RESOURCE_MAP,5AC35DAD-9F41-4BEC-AE6A-A852EA77C73D,,Wildlife Veterinary Technician,,,2020
838,9430363,IRWIN_RESOURCE_MAP,73E21B9A-332E-45FD-9A41-CBFE07B0101D,,Writer-Editor,,,2020
839,9430364,IRWIN_RESOURCE_MAP,238EF602-CDB4-4BAF-B9F8-3ABA313F31FB,,"Writer-Editor, Technical",,,2020
840,9430365,IRWIN_RESOURCE_MAP,B294FD2E-13F6-4F54-94EE-7DC4C8E65BC7,,Family Liaison,,,2020
841,9430366,IRWIN_RESOURCE_MAP,72CF5133-AE49-4B76-864A-FBA774791E1C,,Hospital Liaison,,,2020
842,9430367,IRWIN_RESOURCE_MAP,944BC652-88B4-48F9-A0B0-009BF1DEE7DB,,Airtanker Base Specialist,,,2020
843,9430368,IRWIN_RESOURCE_MAP,C25E336E-6F15-4C07-85F3-0BE3B761C81C,,Fire Suppression Repair Leader,,,2020
844,9430369,IRWIN_RESOURCE_MAP,0E5AE26D-82EB-4848-822E-853C58569868,,MAFFS Safety Officer,,,2020
845,9430370,IRWIN_RESOURCE_MAP,D8D524B6-DFFD-49D5-9497-93AB27730D4A,,Motel Technical Specialist,,,2020
846,9430371,IRWIN_RESOURCE_MAP,D6626CBF-FB22-4735-A551-CFB81BC2EC0A,,Wildlife Veterinary,,,2020
847,9430372,IRWIN_RESOURCE_MAP,975CE41C-FF27-4E87-B024-DFA0CC1C95EA,,Type 1,,,2020
848,9430373,IRWIN_RESOURCE_MAP,7F012531-7626-4366-9B46-3024904F2771,,Type 2,,,2020
849,9430374,IRWIN_RESOURCE_MAP,93A30E26-0E3C-4E96-A9A5-9A6B3F1FDD4B,,Type 3,,,2020
850,9430375,IRWIN_RESOURCE_MAP,1BFC5AF2-BB19-48F8-BE72-849048158509,,Type 4,,,2020
851,9430376,IRWIN_RESOURCE_MAP,0442BCF0-7E2D-4AD9-BEE8-9942FFF1EDCD,,"Audit, Process, Review",,,2020
852,9430377,IRWIN_RESOURCE_MAP,5C75E8C7-077E-4D05-8025-C31ADF5DDEC1,,Administrative Payment,,,2020
853,9430378,IRWIN_RESOURCE_MAP,8770E5F4-EE12-409D-AA02-0BD8282E719B,,All Hazard,,,2020
854,9430379,IRWIN_RESOURCE_MAP,62CFC881-425C-494B-81D6-478C43151344,,All Risk NPS,,,2020
855,9430380,IRWIN_RESOURCE_MAP,9F524AB7-8BCB-411B-8BD1-9EDED7EBD4D9,,Area Command,,,2020
856,9430381,IRWIN_RESOURCE_MAP,D08111E8-B9F4-40A4-8CDB-FF346C5FB4B1,,Burned Area Emergency Response,,,2020
857,9430382,IRWIN_RESOURCE_MAP,81A2739D-6B5D-4525-A4DA-2ABFDFF3412A,,Buying,,,2020
858,9430383,IRWIN_RESOURCE_MAP,98EF12A6-EA92-4976-8656-6C40069977C2,,Critical Incident Stress,,,2020
859,9430384,IRWIN_RESOURCE_MAP,C1E833A0-358D-472F-B011-0A64E2E14BAD,,ECC Support (CALIFORNIA ONLY),,,2020
860,9430385,IRWIN_RESOURCE_MAP,8ADF0D78-94CF-4242-AB0B-BBACC3B0FC49,,Fire and Aviation Safety,,,2020
861,9430386,IRWIN_RESOURCE_MAP,FE0FA450-E957-474D-BFEE-4CFBD4FBEAFC,,Fire Prevention/Education,,,2020
862,9430387,IRWIN_RESOURCE_MAP,8D35F0E7-8062-43CA-8DEA-462134FBB010,,Hazardous Material,,,2020
863,9430388,IRWIN_RESOURCE_MAP,8FA0F054-DD7F-4B68-9D70-DF7915CE404A,,Incident Medical,,,2020
864,9430389,IRWIN_RESOURCE_MAP,0A20C9A6-7536-47B6-B837-CBF10DE7581C,,Incident Obligation,,,2020
865,9430390,IRWIN_RESOURCE_MAP,5DD59463-0A6C-4054-94DB-E39A89F93216,,Medical Response,,,2020
866,9430978,IRWIN_RESOURCE_TYPE,SAIT Safety Manager,,SAIT Safety Manager,,,2020
867,9430979,IRWIN_RESOURCE_TYPE,SAIT Team Leader,,SAIT Team Leader,,,2020
868,9430980,IRWIN_RESOURCE_TYPE,Sart Agency Administrator,,Sart Agency Administrator,,,2020
869,9430981,IRWIN_RESOURCE_TYPE,Sart Documentation Specialist,,Sart Documentation Specialist,,,2020
870,9430982,IRWIN_RESOURCE_TYPE,Sart Fire Behavior Specialist,,Sart Fire Behavior Specialist,,,2020
871,9430983,IRWIN_RESOURCE_TYPE,Sart Labor Relations Representative,,Sart Labor Relations Representative,,,2020
872,9430984,IRWIN_RESOURCE_TYPE,Sart Lead Investigator,,Sart Lead Investigator,,,2020
873,9430985,IRWIN_RESOURCE_TYPE,Sart Safety Program Representative,,Sart Safety Program Representative,,,2020
874,9430986,IRWIN_RESOURCE_TYPE,Sart Team Leader,,Sart Team Leader,,,2020
875,9430987,IRWIN_RESOURCE_TYPE,Sart Technical Specialist,,Sart Technical Specialist,,,2020
876,9430988,IRWIN_RESOURCE_TYPE,Sart Technical Specialist Aviation,,Sart Technical Specialist Aviation,,,2020
877,9430989,IRWIN_RESOURCE_TYPE,Sart Technical Specialist Camps,,Sart Technical Specialist Camps,,,2020
878,9430990,IRWIN_RESOURCE_TYPE,Sart Technical Specialist Faller,,Sart Technical Specialist Faller,,,2020
879,9430991,IRWIN_RESOURCE_TYPE,Sart Technical Specialist GIS,,Sart Technical Specialist GIS,,,2020
880,9430992,IRWIN_RESOURCE_TYPE,Sart Technical Specialist Investigator,,Sart Technical Specialist Investigator,,,2020
881,9430993,IRWIN_RESOURCE_TYPE,Sart Technical Specialist Logistics,,Sart Technical Specialist Logistics,,,2020
882,9430994,IRWIN_RESOURCE_TYPE,Sart Technical Specialist Media,,Sart Technical Specialist Media,,,2020
883,9430995,IRWIN_RESOURCE_TYPE,Sart Technical Specialist Mobile Equipment,,Sart Technical Specialist Mobile Equipment,,,2020
884,9430996,IRWIN_RESOURCE_TYPE,Sart Training Program Representative,,Sart Training Program Representative,,,2020
885,9430997,IRWIN_RESOURCE_TYPE,Sart Transcriber,,Sart Transcriber,,,2020
886,9430998,IRWIN_RESOURCE_TYPE,Search and Rescue Geographic Information Analyst,,Search and Rescue Geographic Information Analyst,,,2020
887,9430999,IRWIN_RESOURCE_TYPE,Search and Rescue Squad Leader,,Search and Rescue Squad Leader,,,2020
888,9431000,IRWIN_RESOURCE_TYPE,Search and Rescue Team Leader,,Search and Rescue Team Leader,,,2020
889,9431001,IRWIN_RESOURCE_TYPE,Search and Rescue Technician,,Search and Rescue Technician,,,2020
890,9431002,IRWIN_RESOURCE_TYPE,Search and Rescue Technician Type 3,,Search and Rescue Technician Type 3,,,2020
891,9431003,IRWIN_RESOURCE_TYPE,Search and Rescue Technician Type 4,,Search and Rescue Technician Type 4,,,2020
892,9431004,IRWIN_RESOURCE_TYPE,Search Team Member,,Search Team Member,,,2020
893,9431005,IRWIN_RESOURCE_TYPE,Security Guard,,Security Guard,,,2020
894,9431006,IRWIN_RESOURCE_TYPE,Security Manager,,Security Manager,,,2020
895,9431007,IRWIN_RESOURCE_TYPE,Security Specialist Level 1,,Security Specialist Level 1,,,2020
896,9431008,IRWIN_RESOURCE_TYPE,Security Specialist Level 2,,Security Specialist Level 2,,,2020
897,9431009,IRWIN_RESOURCE_TYPE,Senior Interagency Liaison,,Senior Interagency Liaison,,,2020
898,9431010,IRWIN_RESOURCE_TYPE,Serious Accident Review Team,,Serious Accident Review Team,,,2020
899,9431011,IRWIN_RESOURCE_TYPE,Service Branch Director,,Service Branch Director,,,2020
900,9431012,IRWIN_RESOURCE_TYPE,Short Hauler Spotter,,Short Hauler Spotter,,,2020
901,9431013,IRWIN_RESOURCE_TYPE,Short-Hauler,,Short-Hauler,,,2020
902,9431014,IRWIN_RESOURCE_TYPE,Single Engine Air Tanker Manager,,Single Engine Air Tanker Manager,,,2020
903,9431015,IRWIN_RESOURCE_TYPE,Situation Unit Leader,,Situation Unit Leader,,,2020
904,9431016,IRWIN_RESOURCE_TYPE,Small Engine Mechanic,,Small Engine Mechanic,,,2020
905,9431017,IRWIN_RESOURCE_TYPE,Smokejumper,,Smokejumper,,,2020
906,9431018,IRWIN_RESOURCE_TYPE,Smokejumper Spotter,,Smokejumper Spotter,,,2020
907,9431019,IRWIN_RESOURCE_TYPE,"Special Staffing, Aircraft",,"Special Staffing, Aircraft",,,2020
908,9431020,IRWIN_RESOURCE_TYPE,"Special Staffing, Bc Staffing",,"Special Staffing, Bc Staffing",,,2020
909,9431021,IRWIN_RESOURCE_TYPE,"Special Staffing, Cdf Ic Teams",,"Special Staffing, Cdf Ic Teams",,,2020
910,9431022,IRWIN_RESOURCE_TYPE,"Special Staffing, Contract Counties",,"Special Staffing, Contract Counties",,,2020
911,9431023,IRWIN_RESOURCE_TYPE,"Special Staffing, Crews",,"Special Staffing, Crews",,,2020
912,9431024,IRWIN_RESOURCE_TYPE,"Special Staffing, Dozers",,"Special Staffing, Dozers",,,2020
913,9431025,IRWIN_RESOURCE_TYPE,"Special Staffing, Ecc/Expanded",,"Special Staffing, Ecc/Expanded",,,2020
914,9431026,IRWIN_RESOURCE_TYPE,"Special Staffing, Engines",,"Special Staffing, Engines",,,2020
915,9431027,IRWIN_RESOURCE_TYPE,"Special Staffing, Lookout",,"Special Staffing, Lookout",,,2020
916,9431028,IRWIN_RESOURCE_TYPE,"Special Staffing, Overhead",,"Special Staffing, Overhead",,,2020
917,9431029,IRWIN_RESOURCE_TYPE,"Special Staffing, Strike Team Leaders",,"Special Staffing, Strike Team Leaders",,,2020
918,9431030,IRWIN_RESOURCE_TYPE,Specialty Tracked Equipment Operator,,Specialty Tracked Equipment Operator,,,2020
919,9431031,IRWIN_RESOURCE_TYPE,Staging Area Manager,,Staging Area Manager,,,2020
920,9431032,IRWIN_RESOURCE_TYPE,Status/Check-In Recorder,,Status/Check-In Recorder,,,2020
921,9431033,IRWIN_RESOURCE_TYPE,Strategic Operational Planner,,Strategic Operational Planner,,,2020
922,9431034,IRWIN_RESOURCE_TYPE,Strike Team Leader Crew,,Strike Team Leader Crew,,,2020
923,9431035,IRWIN_RESOURCE_TYPE,Strike Team Leader Engine,,Strike Team Leader Engine,,,2020
924,9431036,IRWIN_RESOURCE_TYPE,Strike Team Leader Heavy Equipment,,Strike Team Leader Heavy Equipment,,,2020
925,9431037,IRWIN_RESOURCE_TYPE,Strike Team Leader Military,,Strike Team Leader Military,,,2020
926,9431038,IRWIN_RESOURCE_TYPE,"Strike Team Leader, Rescue Systems",,"Strike Team Leader, Rescue Systems",,,2020
927,9431039,IRWIN_RESOURCE_TYPE,Structural Fire Apparatus Driver-Operator,,Structural Fire Apparatus Driver-Operator,,,2020
928,9431040,IRWIN_RESOURCE_TYPE,Structural Fire Line Officer,,Structural Fire Line Officer,,,2020
929,9431041,IRWIN_RESOURCE_TYPE,Structural Firefighter Type 1,,Structural Firefighter Type 1,,,2020
930,9431042,IRWIN_RESOURCE_TYPE,Structural Safety Assessment,,Structural Safety Assessment,,,2020
931,9431043,IRWIN_RESOURCE_TYPE,Structure Protection Specialist,,Structure Protection Specialist,,,2020
932,9431044,IRWIN_RESOURCE_TYPE,Supply Unit Leader,,Supply Unit Leader,,,2020
933,9431045,IRWIN_RESOURCE_TYPE,Support Branch Director,,Support Branch Director,,,2020
934,9431046,IRWIN_RESOURCE_TYPE,Swift Water Ground Team Leader,,Swift Water Ground Team Leader,,,2020
935,9431047,IRWIN_RESOURCE_TYPE,"Swift Water Rescue Technician, Type 1",,"Swift Water Rescue Technician, Type 1",,,2020
936,9431048,IRWIN_RESOURCE_TYPE,"Swift Water Rescue Technician, Type 2",,"Swift Water Rescue Technician, Type 2",,,2020
937,9431049,IRWIN_RESOURCE_TYPE,"Swift Water Rescue Technician, Type 3",,"Swift Water Rescue Technician, Type 3",,,2020
938,9431050,IRWIN_RESOURCE_TYPE,"Swift Water Rescue Technician, Type 4",,"Swift Water Rescue Technician, Type 4",,,2020
939,9431051,IRWIN_RESOURCE_TYPE,Swiftwater Rescue - Team Leader,,Swiftwater Rescue - Team Leader,,,2020
940,9431052,IRWIN_RESOURCE_TYPE,Swiftwater Rescue Squad Leader,,Swiftwater Rescue Squad Leader,,,2020
941,9431053,IRWIN_RESOURCE_TYPE,Swiftwater Rescue Team Leader,,Swiftwater Rescue Team Leader,,,2020
942,9431054,IRWIN_RESOURCE_TYPE,Swiftwater Rescue Technician,,Swiftwater Rescue Technician,,,2020
943,9431055,IRWIN_RESOURCE_TYPE,Task Force Leader,,Task Force Leader,,,2020
944,9431056,IRWIN_RESOURCE_TYPE,Technical Assistance; Engineering Support,,Technical Assistance; Engineering Support,,,2020
945,9431057,IRWIN_RESOURCE_TYPE,Technical Rescue Squad Leader,,Technical Rescue Squad Leader,,,2020
946,9431058,IRWIN_RESOURCE_TYPE,Technical Rescue Team Leader,,Technical Rescue Team Leader,,,2020
947,9431059,IRWIN_RESOURCE_TYPE,Technical Rescue Team Member,,Technical Rescue Team Member,,,2020
948,9431060,IRWIN_RESOURCE_TYPE,Technical Rescue Technician,,Technical Rescue Technician,,,2020
949,9431061,IRWIN_RESOURCE_TYPE,Technical Specialist,,Technical Specialist,,,2020
950,9431062,IRWIN_RESOURCE_TYPE,Technical Specialist - Crews,,Technical Specialist - Crews,,,2020
951,9431063,IRWIN_RESOURCE_TYPE,Technical Specialist - Hazmat Reference,,Technical Specialist - Hazmat Reference,,,2020
952,9431064,IRWIN_RESOURCE_TYPE,Technical Specialist - Union Representative,,Technical Specialist - Union Representative,,,2020
953,9431065,IRWIN_RESOURCE_TYPE,Telecommunications Specialist,,Telecommunications Specialist,,,2020
954,9431066,IRWIN_RESOURCE_TYPE,Temporary Roofing Quality Assurance Inspector,,Temporary Roofing Quality Assurance Inspector,,,2020
955,9431067,IRWIN_RESOURCE_TYPE,Terra Torch Operator,,Terra Torch Operator,,,2020
956,9431068,IRWIN_RESOURCE_TYPE,Time Unit Leader,,Time Unit Leader,,,2020
957,9431069,IRWIN_RESOURCE_TYPE,Toxicologist,,Toxicologist,,,2020
958,9431070,IRWIN_RESOURCE_TYPE,Tractor Plow Operator,,Tractor Plow Operator,,,2020
959,9431071,IRWIN_RESOURCE_TYPE,Tractor Plow Operator Initial Attack,,Tractor Plow Operator Initial Attack,,,2020
960,9431072,IRWIN_RESOURCE_TYPE,Treatment Dispatch Manager,,Treatment Dispatch Manager,,,2020
961,9431073,IRWIN_RESOURCE_TYPE,Treatment Unit Leader,,Treatment Unit Leader,,,2020
962,9431074,IRWIN_RESOURCE_TYPE,Triage Unit Leader,,Triage Unit Leader,,,2020
963,9431075,IRWIN_RESOURCE_TYPE,Type 1 Finance/Administration Section Chief,,Type 1 Finance/Administration Section Chief,,,2020
964,9431076,IRWIN_RESOURCE_TYPE,Type 1 Helibase Manager,,Type 1 Helibase Manager,,,2020
965,9431077,IRWIN_RESOURCE_TYPE,Type 1 Incident Commander,,Type 1 Incident Commander,,,2020
966,9431078,IRWIN_RESOURCE_TYPE,Type 2 All-Hazards Incident Commander,,Type 2 All-Hazards Incident Commander,,,2020
967,9431079,IRWIN_RESOURCE_TYPE,Type 2 Finance/Administration Section Chief,,Type 2 Finance/Administration Section Chief,,,2020
968,9431080,IRWIN_RESOURCE_TYPE,Type 2 Helibase Manager,,Type 2 Helibase Manager,,,2020
969,9431081,IRWIN_RESOURCE_TYPE,Type 2 Incident Commander,,Type 2 Incident Commander,,,2020
970,9431082,IRWIN_RESOURCE_TYPE,Type 3 All-Hazards Incident Commander,,Type 3 All-Hazards Incident Commander,,,2020
971,9431083,IRWIN_RESOURCE_TYPE,Type 3 Finance/Administration Section Chief,,Type 3 Finance/Administration Section Chief,,,2020
972,9431084,IRWIN_RESOURCE_TYPE,Type 3 Incident Commander,,Type 3 Incident Commander,,,2020
